REG_STAT,DEATHS,ST_CASE,WGTCD_TR,L_STATE,L_TYPE,L_STATUS,PREV_ACC,PREV_OTH
39,1,390656,,39,1,6,0,0
39,0,390656,,39,1,6,1,1
39,0,390657,1,39,1,6,1,3
39,0,390658,9,39,1,6,2,0
39,1,390658,,39,1,6,0,0
39,0,390658,1,39,1,6,0,0
39,0,390658,,39,1,6,1,0
12,1,390659,,39,1,1,0,1
39,1,390660,,39,1,6,0,3
39,2,390661,,39,1,3,0,0
39,0,390661,,39,1,6,0,0
39,1,390662,,39,1,6,0,0
21,1,390663,,21,1,6,0,0
39,0,390663,,39,1,6,0,0
39,1,390664,,39,1,6,1,2
39,0,390665,,39,1,6,2,0
39,0,390665,,39,1,6,1,0
39,1,390665,,39,1,6,0,0
39,1,390666,,39,1,6,1,1
39,1,390667,1,39,1,6,0,0
39,1,390668,,39,1,6,0,1
39,0,390669,,39,1,6,0,0
39,1,390669,,39,1,6,0,0
39,1,390670,,39,1,1,0,1
39,1,390671,,39,1,6,0,0
39,0,390671,,39,1,6,0,0
39,1,390672,,39,1,6,0,0
39,0,390672,2,39,1,6,1,0
99,0,390673,9,99,9,9,99,99
39,1,390674,,39,1,1,1,2
26,1,390675,1,26,1,6,0,0
39,1,390676,9,39,1,1,0,0
26,1,390677,,26,1,6,1,1
39,1,390678,,39,1,6,0,0
39,0,390678,1,39,1,6,0,0
39,1,390679,8,39,1,6,0,0
39,1,390680,,39,1,6,0,0
39,1,390681,9,39,0,0,0,0
39,0,390681,,99,9,9,99,99
39,1,390682,,39,1,6,1,0
39,0,390683,,39,1,6,0,0
39,1,390684,,39,1,6,1,1
39,0,390685,2,39,1,6,0,2
39,0,390686,,39,1,6,1,1
39,1,390686,,39,1,6,0,0
39,1,390687,,39,1,6,0,0
39,0,390688,2,39,1,6,0,1
39,1,390688,9,39,1,6,0,0
39,0,390689,,39,1,6,0,0
39,0,390689,,39,1,6,0,0
39,0,390689,,39,1,6,0,0
39,1,390689,,39,1,6,0,0
39,0,390689,,39,1,6,0,0
39,0,390690,9,39,1,6,0,0
39,0,390691,1,39,1,6,0,0
39,1,390691,,39,1,6,0,1
39,1,390692,,39,1,6,1,2
39,0,390692,,39,1,6,0,0
39,0,390693,8,39,1,6,1,0
39,0,390693,,39,1,6,0,0
39,4,390693,,39,1,6,1,1
99,0,390694,9,99,9,9,99,99
39,1,390695,,39,1,6,2,3
39,0,390695,,39,1,6,0,0
39,1,390696,2,39,1,6,0,0
39,1,390697,,39,1,6,0,0
39,1,390698,,39,1,6,0,0
27,0,390699,8,27,1,6,0,0
39,2,390699,,39,1,6,0,0
42,1,390700,,42,1,6,0,0
19,0,390700,8,36,1,6,0,0
39,0,390700,2,39,1,6,0,0
39,1,390701,,39,1,6,2,5
93,0,390701,8,51,1,6,0,0
39,0,390703,,39,1,6,0,0
39,1,390704,,39,0,0,0,0
39,0,390704,8,39,1,6,0,1
39,0,390704,,39,1,6,0,0
39,0,390705,9,39,1,6,3,1
93,1,390705,8,19,1,6,0,0
39,1,390706,8,39,1,6,0,1
39,1,390707,,39,1,6,0,0
39,1,390708,1,39,1,6,1,0
39,1,390709,,39,1,1,0,3
39,1,390710,,39,1,6,0,0
39,0,390710,,39,1,6,0,0
39,1,390711,,39,1,6,0,0
39,0,390711,1,39,1,6,0,0
39,1,390712,8,12,1,6,0,0
55,0,390712,9,42,1,6,0,0
39,1,390713,,39,1,6,2,4
54,1,390714,9,54,9,9,99,99
39,1,390715,,39,1,6,0,0
39,1,390716,,39,1,1,0,1
42,1,390717,,42,1,6,0,0
39,1,390718,,39,1,6,0,0
39,1,390719,,39,1,6,0,0
39,0,390720,2,39,1,6,0,0
39,1,390721,1,39,1,6,0,0
47,0,390721,8,39,1,6,0,0
39,0,390721,2,39,1,6,0,0
39,1,390722,,39,1,6,0,3
39,1,390723,1,39,1,6,1,1
39,0,390724,1,39,1,6,0,0
39,1,390724,1,39,1,6,0,0
39,0,390725,1,39,1,6,0,1
39,2,390725,,39,1,6,0,0
39,1,390726,,39,1,1,0,6
39,1,390727,,39,1,6,0,0
39,1,390727,,39,1,6,1,0
39,2,390728,,39,1,6,0,0
39,0,390728,8,39,1,6,0,2
39,1,390729,,39,1,6,0,0
39,0,390729,8,39,1,6,0,0
39,1,390730,,39,7,6,1,0
39,1,390731,,39,1,6,0,1
39,0,390732,,39,1,6,0,1
39,1,390732,,39,1,6,0,2
39,1,390733,,39,1,6,0,0
26,1,390734,2,26,1,6,0,0
93,0,390734,8,47,1,6,0,0
51,0,390735,,51,1,6,1,0
39,1,390736,,39,1,6,0,0
39,0,390736,,39,1,6,0,0
39,1,390737,,39,1,6,1,1
39,0,390737,,39,1,6,0,0
39,1,390738,,39,1,6,0,3
97,0,390739,9,95,9,9,99,99
39,1,390739,,39,1,6,0,0
26,0,390739,,26,1,6,0,0
39,1,390740,,39,1,6,5,3
39,1,390741,,39,1,3,0,0
39,1,390742,2,39,1,6,0,2
39,2,390742,,39,1,6,0,0
39,0,390743,,39,1,6,0,0
12,1,390744,,12,1,1,0,1
39,0,390745,,39,1,6,0,0
39,1,390746,,39,1,6,0,0
39,0,390746,,39,1,6,0,0
39,1,390747,,39,9,9,99,99
39,1,390748,,39,1,6,0,0
39,1,390749,,39,1,1,2,1
39,0,390750,8,39,1,6,0,0
39,2,390750,,39,1,6,0,3
39,1,390751,,39,1,6,2,2
39,0,390752,,39,1,6,0,1
39,1,390752,,39,1,6,0,0
21,1,390754,,21,1,6,0,0
39,0,390754,7,39,1,6,0,0
39,1,390755,,39,1,1,0,0
39,1,390757,,39,1,6,0,3
39,1,390758,,54,1,6,0,2
39,1,390759,,39,1,6,1,2
99,1,390760,9,39,9,9,99,99
39,1,390761,,39,1,6,1,0
39,1,390762,2,39,1,6,0,0
39,1,390763,,39,1,6,0,0
17,1,390764,,17,1,6,0,0
39,0,390764,,39,1,6,0,0
39,1,390765,,39,1,6,0,0
39,0,390766,2,39,1,6,0,0
39,0,390767,,39,1,6,0,0
39,1,390768,,39,1,6,1,1
39,1,390768,1,39,1,6,0,0
39,0,390770,2,39,1,6,0,0
39,1,390771,,39,1,6,0,3
99,0,390771,9,99,9,9,99,99
39,2,390772,2,39,1,6,0,0
93,1,390773,8,39,1,6,1,2
39,1,390774,,39,1,6,0,0
39,0,390774,2,39,1,6,0,1
39,1,390775,1,39,1,6,1,1
39,1,390776,,39,1,6,0,0
39,0,390776,,39,1,6,0,0
39,2,390777,,39,1,6,0,2
39,0,390777,1,39,1,6,0,0
39,1,390778,,39,1,6,0,0
39,0,390778,9,39,1,6,0,0
39,0,390779,8,39,1,6,0,2
26,1,390779,2,26,1,6,0,0
39,2,390780,4,39,1,6,0,0
39,0,390780,2,39,1,6,0,0
12,1,390781,1,12,1,6,1,0
39,0,390781,2,39,1,6,2,1
39,0,390782,,39,1,6,0,0
39,1,390782,,39,1,6,0,1
39,2,390783,,39,1,6,0,0
39,1,390784,,39,1,6,1,2
39,0,390784,,39,1,6,0,0
26,0,390785,8,26,1,6,0,0
39,1,390785,,39,1,6,0,0
39,1,390786,,39,1,6,0,0
42,0,390786,7,54,9,9,99,99
39,1,390787,1,39,1,6,1,0
39,1,390788,,39,1,6,0,0
39,1,390789,,39,1,6,0,0
39,0,390789,,39,1,6,0,0
39,0,390790,9,39,1,6,0,0
39,1,390790,,39,1,6,0,0
39,1,390791,,39,1,6,0,0
39,1,390792,,39,1,6,0,0
39,0,390792,,39,1,6,0,0
39,1,390793,,39,1,6,0,0
39,1,390794,,39,1,6,1,1
39,0,390794,,39,1,6,0,0
39,1,390795,,39,1,6,0,0
39,1,390795,,39,1,6,0,0
39,1,390797,,39,1,6,1,0
39,1,390798,,39,1,6,2,1
39,0,390799,,39,1,6,0,0
39,1,390799,,39,1,6,0,0
39,1,390800,2,39,1,6,0,1
39,1,390801,,39,1,6,0,0
39,1,390802,1,39,1,6,0,0
39,1,390803,1,39,1,6,2,3
18,0,390804,8,39,1,6,1,3
97,1,390804,8,95,9,9,99,99
39,1,390805,,39,1,6,0,2
39,0,390806,,39,1,6,0,0
39,1,390806,,39,1,6,0,1
39,0,390807,1,39,1,6,1,1
39,1,390807,,39,1,6,0,0
51,1,390808,,51,1,6,0,1
17,0,390808,8,39,1,6,0,0
39,1,390809,9,39,1,6,0,0
39,1,390810,,39,1,6,0,0
39,0,390811,2,39,1,6,0,0
39,1,390811,,39,1,6,0,0
39,0,390812,,39,8,6,0,0
39,1,390812,,39,1,6,0,0
39,0,390812,,39,1,6,0,0
39,0,390812,9,39,1,6,0,0
39,0,390813,,39,1,6,0,2
39,0,390813,1,99,9,9,99,99
39,1,390814,,39,1,6,0,0
39,2,390815,,39,1,6,0,0
18,0,390816,8,26,1,6,0,1
39,1,390816,2,39,1,1,1,2
39,1,390817,1,39,1,6,0,0
39,1,390818,,39,1,6,0,0
39,1,390819,,39,1,6,0,0
39,1,390820,,39,1,6,0,3
39,0,390821,,39,1,6,0,1
39,0,390821,,39,1,6,0,0
39,1,390821,1,99,9,9,99,99
39,0,390821,8,39,1,6,0,0
39,0,390821,8,21,1,6,0,0
39,0,390821,2,39,1,6,0,0
39,1,390822,,39,1,6,0,0
39,0,390822,,39,1,6,1,0
39,1,390823,,39,1,6,0,2
26,0,390824,3,39,1,6,0,5
39,1,390824,,39,1,6,0,2
39,0,390825,,39,1,6,0,0
39,1,390825,2,39,1,6,0,0
39,0,390826,1,39,1,6,0,1
39,0,390827,,39,1,6,0,1
39,1,390827,,39,1,6,0,0
39,1,390828,,39,1,6,0,0
39,0,390828,,39,1,6,0,0
39,1,390829,,39,1,6,0,0
39,1,390830,8,39,1,6,0,1
39,1,390831,,39,1,1,4,5
39,0,390832,,39,1,6,0,0
39,1,390832,,39,1,6,0,0
39,0,390832,,39,1,6,0,0
39,0,390832,,39,1,6,3,0
39,1,390833,9,39,0,0,0,0
39,1,390834,,39,1,6,0,0
39,1,390835,,39,1,6,0,0
39,0,390835,2,39,1,1,3,4
39,0,390836,,39,1,1,0,0
39,0,390837,8,39,1,6,0,0
39,1,390837,,39,1,6,0,0
39,1,390838,,39,1,6,0,0
39,0,390838,1,39,1,6,0,1
39,1,390839,,39,1,6,0,0
39,1,390840,1,39,1,6,0,0
39,1,390841,,39,1,6,0,0
39,1,390841,1,39,1,6,0,1
39,1,390841,,39,1,6,1,0
39,0,390842,3,39,1,1,3,3
39,1,390842,9,39,1,1,1,3
39,1,390843,,39,1,1,0,0
39,0,390844,1,39,1,1,0,2
39,0,390845,,39,1,6,2,0
42,1,390846,8,42,1,6,0,0
18,1,390847,,18,1,6,0,0
39,0,390847,,39,1,6,0,1
39,1,390848,,39,1,6,0,0
39,0,390849,6,18,1,6,0,0
39,1,390849,,39,1,6,0,0
39,0,390850,,39,1,6,0,0
39,0,390851,2,39,1,6,0,2
39,1,390851,,39,1,6,0,0
39,1,390852,9,39,1,6,0,0
18,1,390853,,39,1,6,0,0
39,1,390854,,39,1,6,0,0
39,2,390855,9,39,1,6,0,0
39,1,390855,2,39,1,6,1,2
39,1,390856,,39,1,6,0,0
39,2,390857,,39,1,6,0,0
39,0,390858,,39,1,6,0,0
39,1,390858,,39,1,1,1,1
39,0,390859,,39,1,6,1,0
39,1,390859,,39,1,6,0,0
39,1,390860,,39,1,6,0,0
39,0,390860,,39,9,9,99,99
39,0,390861,,39,1,6,1,0
39,1,390862,,39,1,6,1,4
39,0,390863,,39,1,6,0,1
39,1,390864,,39,1,6,0,0
39,0,390864,2,39,1,6,0,0
39,1,390865,,39,1,6,2,0
99,0,390866,9,99,9,9,99,99
39,1,390867,,39,1,6,0,1
39,0,390868,,39,1,6,0,0
39,1,390868,9,39,1,6,1,0
39,0,390869,3,39,1,6,1,0
39,1,390869,1,39,1,6,0,1
39,1,390870,,39,1,6,0,0
39,0,390870,,39,1,1,1,3
39,1,390871,,39,1,6,2,0
39,0,390872,,39,1,6,0,0
39,1,390872,9,39,1,6,0,0
39,1,390873,,39,1,6,4,2
39,0,390873,2,39,1,6,0,0
39,0,390873,,39,1,6,1,0
39,1,390874,9,39,1,6,0,0
39,0,390874,1,39,1,6,0,0
39,1,390875,,39,1,6,0,0
39,0,390876,2,39,1,1,2,8
39,1,390876,,39,1,6,0,0
39,1,390877,,39,1,6,0,0
39,1,390878,,39,1,6,1,2
17,1,390879,9,21,9,9,99,99
39,0,390880,8,39,1,6,1,1
39,1,390880,,39,1,6,0,0
39,1,390881,,39,1,6,0,0
39,1,390882,,39,1,6,0,1
39,1,390883,,39,1,6,0,0
39,0,390883,2,39,1,6,0,0
39,0,390884,,39,1,6,0,0
39,1,390885,,39,1,6,0,1
26,1,390886,,26,1,6,0,0
39,1,390887,,39,1,6,0,0
39,1,390888,,39,1,6,1,0
39,1,390889,,24,1,6,0,0
39,0,390889,,39,1,6,0,0
39,1,390890,,39,1,6,0,1
39,0,390891,,39,1,1,0,0
39,1,390891,,39,1,6,0,0
39,0,390892,,39,1,1,0,0
39,1,390893,1,39,1,1,0,0
39,0,390894,,39,1,6,1,0
39,1,390895,2,39,1,1,4,5
39,0,390896,,39,1,6,0,0
39,0,390897,8,39,1,6,1,2
39,0,390898,,39,1,6,0,0
39,0,390899,,39,1,6,0,0
39,0,390900,7,39,1,6,0,0
39,1,390900,2,39,1,6,0,0
39,0,390901,,39,1,6,0,1
39,1,390901,,39,1,6,0,0
39,1,390903,9,39,1,6,0,0
39,0,390904,,39,1,6,0,0
39,1,390904,1,39,1,6,0,0
39,1,390905,9,39,1,1,0,1
39,1,390906,,39,1,6,1,0
39,0,390906,1,39,1,6,0,0
39,0,390907,1,39,1,6,0,0
39,1,390907,,39,1,6,0,0
39,2,390908,,39,1,6,0,0
39,0,390908,9,39,1,6,1,2
39,0,390909,,39,1,6,0,0
39,1,390910,,39,1,1,0,0
39,1,390911,,39,1,6,0,1
39,0,390911,,39,1,6,0,0
39,1,390912,2,39,1,6,0,0
39,0,390912,4,39,1,6,0,0
39,1,390913,,39,1,6,0,0
39,0,390914,2,39,1,6,0,2
18,0,390915,2,18,1,6,0,0
39,1,390915,,39,1,6,0,0
39,1,390916,,39,0,0,0,1
39,1,390917,,39,1,6,0,0
39,0,390917,,39,1,6,0,0
39,1,390918,,39,1,1,1,1
47,0,390919,8,48,1,6,0,0
39,1,390919,1,39,1,6,0,0
39,0,390919,,39,1,6,2,1
39,0,390920,8,39,1,6,1,0
39,1,390920,2,39,1,6,0,0
39,1,390921,,39,1,1,0,1
54,0,390922,1,54,9,9,99,99
39,2,390922,1,39,1,6,0,0
39,1,390923,,39,1,6,0,1
39,1,390924,,39,1,6,0,2
39,1,390925,,39,1,6,0,2
39,1,390926,,39,1,6,0,0
39,1,390927,,39,1,6,0,2
39,0,390927,8,39,1,6,0,0
39,1,390929,,39,1,1,0,6
39,0,390929,,39,1,6,1,0
39,0,390929,,39,1,6,0,2
39,0,390929,,39,1,6,1,1
39,0,390929,8,39,1,6,0,0
39,1,390930,1,39,1,6,0,1
39,1,390931,,39,1,1,2,1
39,0,390931,1,39,1,6,0,0
39,1,390932,,39,1,6,1,1
54,0,390933,9,54,9,9,99,99
26,0,390933,2,26,1,6,2,0
39,1,390934,,39,0,0,0,1
13,1,390936,,13,1,6,98,1
19,0,390936,8,19,1,6,0,0
39,1,390937,,39,1,6,0,0
39,0,390937,,39,1,6,0,0
39,1,390938,,39,1,6,0,0
39,1,390939,,39,1,6,0,1
39,0,390939,,39,1,1,2,3
39,1,390940,,39,1,6,1,4
39,0,390940,,39,1,6,1,1
39,0,390941,,39,1,1,0,3
39,1,390941,,39,1,6,2,3
39,0,390942,,39,1,1,0,3
39,1,390943,,39,1,6,0,0
39,0,390943,,39,1,6,0,0
39,1,390944,,39,1,6,0,0
39,1,390945,,39,1,6,0,0
97,0,390945,8,97,9,9,99,99
39,1,390946,,39,1,6,0,0
39,0,390947,2,39,1,6,0,0
39,0,390948,,39,1,6,0,0
39,0,390949,1,39,1,1,0,0
39,1,390949,,39,1,6,0,0
39,1,390950,,39,1,6,0,0
39,1,390951,,39,0,0,0,0
39,1,390952,,39,1,6,0,0
51,0,390952,1,51,7,6,0,0
39,1,390953,1,39,1,6,1,2
39,0,390954,1,39,1,6,0,0
39,1,390954,,39,1,6,1,0
39,0,390955,,39,1,6,0,0
39,1,390955,,39,1,6,1,0
39,0,390955,,39,1,6,0,0
39,1,390956,,39,1,6,0,0
39,0,390957,8,39,1,6,0,1
39,1,390957,,39,1,6,0,0
18,1,390958,,53,1,6,0,0
27,0,390958,,39,1,6,0,0
39,1,390959,,39,1,6,0,0
18,0,390959,8,42,1,6,0,0
39,1,390960,,39,1,6,0,3
39,1,390961,,39,1,6,1,3
39,0,390961,,39,1,6,0,0
39,1,390962,,39,1,6,0,0
39,0,390962,,39,0,0,0,0
39,1,390963,,39,1,6,0,0
39,0,390963,,39,1,6,0,0
39,0,390964,9,39,1,6,2,1
39,1,390966,,39,1,1,0,6
39,1,390967,,39,1,6,0,0
39,0,390968,2,39,1,6,2,4
39,1,390969,,39,7,6,0,0
39,0,390969,,39,1,1,0,3
39,2,390970,,39,1,6,0,0
97,0,390970,9,95,9,9,99,99
39,2,390971,,39,1,6,0,0
39,0,390972,2,39,1,6,0,2
39,1,390972,,39,1,6,0,0
39,0,390973,8,39,1,6,1,3
39,1,390974,1,39,1,6,0,0
39,1,390975,2,2,9,9,99,99
39,0,390975,8,39,1,6,0,0
39,1,390976,,39,1,6,2,0
39,0,390977,1,99,9,9,99,99
39,2,390977,9,99,9,9,99,99
39,0,390978,9,39,1,6,1,1
39,1,390978,2,39,1,6,1,0
39,1,390979,,39,1,6,0,0
39,1,390980,,39,1,6,0,0
39,1,390981,2,39,1,6,0,0
39,0,390981,6,39,1,6,0,0
39,1,390982,,39,1,6,0,0
39,1,390983,,39,1,6,0,0
39,1,390984,2,39,1,6,0,0
39,0,390985,,39,1,6,0,0
39,1,390985,,39,1,6,0,0
39,0,390986,9,39,1,6,1,3
26,1,390986,,26,1,6,2,1
39,0,390987,,39,1,6,0,0
39,1,390988,,39,1,6,1,0
39,1,390989,,39,1,6,1,6
39,1,390990,,39,1,6,0,0
39,1,390991,,39,1,6,0,0
39,1,390992,,39,1,6,0,1
39,1,390993,,39,1,6,0,0
39,0,390994,,39,1,6,0,0
39,1,390995,,39,1,6,0,0
39,0,390995,,39,1,6,2,5
39,0,390996,,39,1,6,2,1
39,1,390996,,39,1,6,1,1
39,1,390997,9,39,1,6,0,1
39,0,390997,,39,1,6,0,0
39,1,390998,2,39,1,3,0,0
39,1,390999,,39,1,6,1,1
39,1,391000,2,28,9,9,99,99
39,0,391000,2,39,1,6,0,1
18,0,391000,,18,1,6,0,0
42,0,391000,8,42,9,9,99,99
39,1,391001,1,39,1,6,1,1
39,0,391002,,39,1,6,0,0
39,1,391002,2,39,1,6,0,0
39,1,391003,,39,1,6,2,7
39,0,391003,,39,1,1,1,2
39,1,391005,,39,8,6,0,0
39,2,391006,,39,1,1,0,4
39,0,391006,,39,1,6,0,0
39,1,391007,,39,1,6,0,1
39,1,391008,2,39,1,6,0,0
39,0,391008,1,39,1,1,0,0
39,1,391009,,39,1,6,0,0
39,0,391009,,39,1,6,0,0
39,0,391010,,39,1,6,0,0
39,1,391010,,39,1,6,0,0
39,1,391011,,39,1,6,0,0
39,1,391012,,39,1,6,2,0
39,0,391013,9,39,1,6,0,0
39,1,391014,,39,1,6,1,1
18,0,391015,,18,1,6,0,0
39,1,391015,,39,1,6,0,0
39,0,391015,,39,1,6,0,0
39,0,391016,,39,1,6,1,0
39,1,391016,,39,1,6,0,0
39,1,391017,2,39,1,6,0,0
39,1,391018,,39,1,6,0,0
39,0,391018,8,39,1,6,1,0
39,1,391019,,39,1,6,0,0
39,1,391020,,39,1,6,0,0
39,1,391021,,39,1,6,0,0
39,0,391021,2,39,1,6,1,0
39,0,391022,,39,1,6,0,0
39,1,391023,,39,1,6,0,0
39,1,391024,,39,1,1,0,2
39,0,391025,,99,9,9,99,99
39,0,391026,2,39,1,6,0,1
39,2,391026,1,39,1,6,1,0
8,0,391027,9,39,1,1,0,3
39,1,391027,,39,1,6,2,1
39,0,391028,,39,1,6,0,2
41,0,391029,8,41,1,6,0,0
39,1,391029,3,39,1,6,0,0
39,1,391030,,39,1,6,2,0
42,0,391030,,42,1,6,0,0
39,1,391031,2,39,1,6,0,0
37,1,391032,,53,1,6,0,1
39,0,391033,9,39,1,1,0,1
39,1,391035,,39,1,6,0,0
39,0,391035,,39,1,6,0,0
39,1,391036,,39,1,6,1,1
18,0,391037,2,18,1,6,0,0
39,1,391037,,39,1,6,0,0
39,1,391038,,39,1,1,1,2
39,0,391038,,39,1,6,0,1
39,2,391039,,39,1,6,0,0
39,0,391039,,39,1,6,0,3
39,0,391039,8,39,1,6,0,1
39,0,391040,,39,1,6,0,0
39,0,391040,2,39,1,6,0,0
39,0,391040,,39,1,6,0,0
39,1,391040,,39,1,6,0,2
39,1,391041,,39,8,1,0,2
39,0,391042,,39,1,6,0,0
39,0,391043,,39,1,6,0,0
39,1,391043,,39,1,6,0,0
39,1,391044,2,39,1,6,0,0
39,0,391045,6,39,1,6,1,1
39,1,391045,9,39,1,6,1,1
39,1,391046,,39,1,6,1,0
39,0,391046,2,39,1,6,1,0
39,0,391046,,39,1,6,0,0
39,0,391047,,39,1,6,0,0
39,1,391047,1,39,1,6,0,1
39,1,391048,,39,1,1,0,7
39,0,391048,,39,1,6,1,1
39,0,391049,,34,9,9,99,99
42,1,391050,,42,1,6,0,0
39,1,391051,,39,8,6,0,1
39,1,391052,,39,1,6,0,0
39,1,391053,,39,1,6,0,0
39,0,391054,,39,1,6,0,0
39,1,391054,,39,1,6,0,1
39,1,391055,2,39,1,6,0,0
39,0,391055,8,39,1,6,0,0
39,1,391056,,39,1,6,0,0
39,0,391057,2,39,1,6,0,0
39,1,391057,,39,1,6,0,0
39,1,391058,,39,1,6,0,3
39,1,391059,,39,1,6,0,1
39,0,391060,,39,1,1,0,0
39,1,391060,,39,1,1,1,1
39,1,391061,,39,1,6,0,1
39,1,391062,,39,1,6,1,1
39,0,391062,,39,1,6,0,0
39,0,391063,2,39,1,6,0,0
39,1,391063,,39,1,6,0,0
39,1,391064,,39,1,1,0,0
39,1,391065,,39,8,6,0,0
39,1,391066,,39,1,6,1,0
39,1,391067,2,39,1,6,1,2
39,0,391067,,39,1,6,0,0
39,0,391068,8,39,1,6,0,0
26,1,391068,,26,1,1,0,1
39,0,391069,2,39,1,6,0,1
39,1,391070,,39,1,6,0,0
39,0,391070,,39,1,6,1,0
39,1,391071,,39,1,6,0,0
39,1,391072,,39,1,6,0,0
39,0,391072,1,39,1,1,0,1
39,1,391073,,39,1,6,0,3
39,1,391074,,39,1,1,0,0
39,1,391075,,39,1,6,0,0
39,0,391075,,39,1,6,0,1
39,1,391076,,39,0,0,0,0
39,1,391077,8,39,1,6,1,0
39,0,391078,2,39,1,6,0,0
39,1,391078,,39,1,6,1,0
39,1,391079,,39,1,6,0,0
39,1,391080,,39,1,6,0,0
39,1,391081,,39,1,6,0,0
39,1,391082,,39,1,6,0,0
42,0,391082,,42,1,6,1,0
39,1,391083,1,39,1,3,2,2
39,0,391084,,39,1,6,0,1
39,1,391084,2,39,1,3,1,0
39,1,391085,,39,1,6,0,0
39,0,391086,,39,1,6,0,0
39,1,391087,1,39,1,1,1,2
99,0,391087,9,39,1,6,0,0
39,0,391088,,39,1,6,1,0
39,1,391088,,39,1,6,0,0
39,1,391089,2,39,1,6,1,0
39,1,391090,,39,1,6,0,0
39,0,391090,2,39,1,6,0,0
39,0,391091,8,39,1,6,0,1
39,1,391091,,39,1,6,0,0
39,1,391092,,39,1,6,0,0
39,0,391093,,39,1,6,0,1
39,1,391094,,39,1,6,0,0
39,1,391095,,39,1,6,0,2
39,0,391095,,39,1,6,1,0
39,0,391096,,39,1,6,1,0
42,1,391096,,42,1,6,0,0
39,1,391097,1,39,1,1,0,1
39,0,391098,2,39,1,6,0,0
39,1,391098,,39,1,6,0,0
39,1,391099,,39,1,6,0,0
39,0,391099,,39,1,6,0,0
39,1,391100,,39,1,6,0,0
39,0,391100,2,39,1,6,0,0
39,0,391100,,39,1,6,0,0
39,0,391100,,39,1,6,0,0
39,1,391101,,39,1,6,1,0
39,0,391101,6,39,1,6,0,0
39,1,391102,1,39,1,6,0,0
39,1,391103,,39,1,6,1,1
39,1,391104,,39,1,6,1,0
39,1,391105,2,39,1,6,0,0
39,0,391105,2,39,1,6,1,0
39,1,391106,,39,1,6,0,0
39,0,391107,,39,1,6,0,1
39,1,391107,,39,1,6,0,0
39,0,391108,,39,1,6,0,0
39,1,391108,1,39,1,6,0,0
39,0,391109,,39,1,6,0,2
39,1,391110,,39,1,6,0,0
51,1,391111,2,51,1,6,0,0
48,0,391111,8,48,1,6,0,0
19,0,391111,8,26,1,6,0,0
39,2,391112,,39,1,3,0,0
39,1,391113,,39,1,6,0,2
39,0,391114,,39,1,3,1,1
39,1,391114,,39,1,1,0,2
39,1,391115,1,39,1,6,1,2
39,0,391115,9,39,1,6,0,0
39,1,391117,,39,1,6,0,3
39,0,391117,2,39,1,6,1,0
39,0,391117,2,39,1,6,0,0
39,0,391118,,39,1,6,0,0
39,1,391118,,39,1,6,0,0
39,2,391119,2,39,1,6,0,0
39,1,391120,2,39,1,6,0,1
39,3,391121,,39,1,6,2,0
39,0,391121,,39,1,6,0,0
39,0,391121,,39,1,6,0,0
39,0,391122,,39,1,6,0,0
39,1,391123,,39,1,6,0,0
39,1,391124,,39,1,6,0,0
39,1,391125,1,39,1,6,0,1
39,2,391126,,39,1,6,0,0
39,0,391126,2,39,1,1,1,9
39,0,391127,,39,1,6,0,0
39,1,391127,,39,1,6,0,0
39,1,391128,,39,1,6,0,1
39,0,391128,,39,1,6,1,1
39,1,391129,,39,1,6,0,0
39,1,391130,3,39,1,6,1,0
39,1,391131,,39,1,1,1,3
39,1,391132,,39,1,6,0,1
39,0,391133,2,39,1,6,0,1
39,0,391134,,39,1,6,0,0
39,1,391135,,39,1,6,0,0
18,0,391135,7,39,1,6,1,1
39,1,391136,,39,1,6,1,0
39,0,391136,8,39,1,6,0,1
39,0,391137,1,39,1,6,1,0
39,1,391137,,39,1,6,0,0
39,0,391139,9,39,1,6,0,0
39,1,391139,,39,1,6,0,0
39,0,391139,,39,1,6,0,1
39,1,391140,,39,1,6,1,0
39,0,391140,8,39,1,6,1,3
39,0,391141,1,39,1,6,1,0
39,1,391142,9,39,1,1,0,0
39,0,391143,1,39,1,6,0,0
39,1,391143,1,39,1,1,0,2
39,0,391144,,39,1,6,0,0
39,1,391144,,39,1,6,1,0
39,1,391145,,39,1,6,1,1
39,0,391145,2,39,1,6,0,1
39,0,391145,,39,1,6,0,0
39,1,391146,,39,1,6,0,0
39,0,391146,1,39,1,6,0,0
39,1,391147,,39,1,6,0,0
39,0,391148,8,39,1,6,0,0
39,1,391148,9,39,1,6,1,0
39,0,391148,,39,1,6,0,0
39,0,391149,,39,1,6,1,0
39,1,391150,,39,0,0,0,2
39,0,391151,,39,1,1,1,5
39,1,391151,,39,1,6,0,0
39,1,391152,,39,1,6,0,0
39,1,391152,,39,1,1,0,1
39,1,391153,,39,1,1,0,1
8,1,391154,2,39,1,6,0,3
39,1,391155,,39,1,6,0,1
39,1,391156,,39,1,1,0,5
39,0,391156,2,39,1,6,0,0
39,0,391157,,39,1,6,0,0
39,0,391157,,39,1,6,0,1
39,1,391158,1,39,1,1,0,0
39,0,391158,9,39,1,6,1,0
39,0,391159,,39,1,6,2,1
39,0,391159,,39,1,6,0,0
39,1,391159,,39,1,6,0,0
39,0,391159,8,39,1,6,0,0
39,0,391159,1,39,1,6,0,1
39,0,391160,2,39,1,6,0,0
